,university,course,type,review,votes,students,difficulty
801,University of Illinois at Urbana-Champaign,Introduction to Accounting Data Analytics and Visualization,COURSE,4.8,339.0,17000.0,Beginner
802,University of Toronto,Motion Planning for Self-Driving Cars,COURSE,4.8,371.0,25000.0,Advanced
803,LearnQuest,Data Processing with Azure,COURSE,3.7,56.0,5800.0,Intermediate
804,University of California San Diego,Introduction to Graph Theory,COURSE,4.5,835.0,38000.0,Beginner
805,Technical University of Denmark (DTU),Introduction to advanced tomography,COURSE,4.8,28.0,2400.0,Mixed
806,Moscow Institute of Physics and Technology,"Разработка веб-сервисов на Golang, часть 2",COURSE,4.8,137.0,9000.0,Intermediate
807,IBM,Supervised Machine Learning: Classification,COURSE,4.9,67.0,3800.0,Intermediate
808,IBM,Unsupervised Machine Learning,COURSE,4.8,57.0,3500.0,Intermediate
809,Coursera Project Network,Getting Started with Quantum Machine Learning,GUIDED PROJECT,,,,Advanced
810,Databricks,Introduction to Bayesian Statistics,COURSE,,,,Beginner
811,École Polytechnique Fédérale de Lausanne,Functional Program Design in Scala,COURSE,4.5,3035.0,55000.0,Intermediate
812,Coursera Project Network,Predictive Modelling with Azure Machine Learning Studio,GUIDED PROJECT,4.5,226.0,9200.0,Beginner
813,IBM,Базы данных и SQL в обработке и анализе данных,COURSE,,,,Beginner
814,Coursera Project Network,Breast Cancer Prediction Using Machine Learning,GUIDED PROJECT,,,,Intermediate
815,Google Cloud,Production Machine Learning Systems,COURSE,4.6,851.0,19000.0,Advanced
816,École Polytechnique Fédérale de Lausanne,Digital Signal Processing 2: Filtering,COURSE,4.7,119.0,8200.0,Intermediate
817,École Polytechnique Fédérale de Lausanne,Big Data Analysis with Scala and Spark,COURSE,4.7,2462.0,87000.0,Mixed
818,Coursera Project Network,Object Detection with Amazon Sagemaker,GUIDED PROJECT,4.5,91.0,6700.0,Advanced
819,Coursera Project Network,Predicting Financial Time Series with Tensorflow 2,GUIDED PROJECT,3.7,9.0,,Intermediate
820,Databricks,Introduction to PyMC3 for Bayesian Modeling and Inference,COURSE,,,,Beginner
821,Google Cloud,Securing and Integrating Components of your Application,COURSE,4.6,1229.0,17000.0,Intermediate
822,Coursera Project Network,TensorFlow for CNNs: Image Segmentation,GUIDED PROJECT,4.0,21.0,,Intermediate
823,Coursera Project Network,Image Super Resolution Using Autoencoders in Keras,GUIDED PROJECT,4.4,320.0,8300.0,Advanced
824,University of Michigan,"Foundations of Sports Analytics: Data, Representation, and Models in Sports",COURSE,,,,Mixed
825,Databricks,Bayesian Inference with MCMC,COURSE,,,,Beginner
826,University at Buffalo,Data Analysis and Visualization,COURSE,4.3,18.0,2100.0,Beginner
827,HSE University,Основы машинного обучения,COURSE,4.5,11.0,,Intermediate
828,University of Illinois at Urbana-Champaign,Visualization for Data Journalism,COURSE,4.5,42.0,5200.0,Beginner
829,Coursera Project Network,AWS Lambda and API Gateway Basics - Build Serverless website,GUIDED PROJECT,4.1,16.0,,Beginner
830,Coursera Project Network,Building Recommendation System Using MXNET on AWS Sagemaker,GUIDED PROJECT,,,,Advanced
831,IBM,Herramientas para la ciencia de datos,COURSE,4.3,15.0,,Beginner
832,École Polytechnique Fédérale de Lausanne,Digital Signal Processing 3: Analog vs Digital,COURSE,4.8,54.0,6700.0,Intermediate
833,Coursera Project Network,Hand Gesture Recognition using Tensorflow and Keras,GUIDED PROJECT,4.5,8.0,,Beginner
834,Coursera Project Network,Audio Classification with TensorFlow,GUIDED PROJECT,,,,Intermediate
835,Coursera Project Network,Siamese Network with Triplet Loss in Keras,GUIDED PROJECT,4.6,97.0,3500.0,Advanced
836,HSE University,"Probability Theory, Statistics and Exploratory Data Analysis",COURSE,4.7,267.0,18000.0,Mixed
837,IBM,Bancos de dados e SQL para Ciência de Dados,COURSE,,,,Beginner
838,Google Cloud,"App Deployment, Debugging, and Performance",COURSE,4.6,1067.0,19000.0,Intermediate
839,École Polytechnique Fédérale de Lausanne,Digital Signal Processing 4: Applications,COURSE,4.8,41.0,6100.0,Intermediate
840,Google Cloud,Google Cloud Platform Big Data and Machine Learning Fundamentals 日本語版,COURSE,4.5,136.0,3400.0,Intermediate
841,Infosec,"Execution, persistence, privilege escalation and evasion",COURSE,,,,Intermediate
842,Google Cloud,Google Cloud Platform Big Data and Machine Learning Fundamentals en Español,COURSE,4.7,608.0,17000.0,Intermediate
843,Google Cloud,Sequence Models for Time Series and Natural Language Processing,COURSE,4.4,455.0,14000.0,Advanced
844,University of Colorado Boulder,M2M & IoT Interface Design & Protocols for Embedded Systems,COURSE,,,,Intermediate
845,Coursera Project Network,Building COVID-19 Dashboard using Dash & Plotly,GUIDED PROJECT,,,,Beginner
846,Northwestern University,"Modern Robotics, Course 2:  Robot Kinematics",COURSE,4.9,225.0,9600.0,Intermediate
847,École Polytechnique Fédérale de Lausanne,Parallel programming,COURSE,4.4,1793.0,54000.0,Intermediate
848,Rice University,Principles of Computing (Part 1),COURSE,4.8,550.0,29000.0,Intermediate
849,École Polytechnique Fédérale de Lausanne,Parallel programming (Scala 2 version),COURSE,,,,Intermediate
850,IBM,Bases de datos y SQL para ciencia de datos,COURSE,4.2,10.0,,Beginner
851,Moscow Institute of Physics and Technology,Прикладные задачи анализа данных,COURSE,4.4,720.0,17000.0,Intermediate
852,Moscow Institute of Physics and Technology,Построение выводов по данным,COURSE,4.7,1001.0,21000.0,Advanced
853,Coursera Project Network,Generate Synthetic Images with DCGANs in Keras,GUIDED PROJECT,4.5,235.0,7300.0,Advanced
854,Coursera Project Network,Graduate Admission Prediction with Pyspark ML,GUIDED PROJECT,4.7,15.0,,Intermediate
855,Coursera Project Network,Building Your First Chatbot Using Rasa Framework 2.0,GUIDED PROJECT,3.3,7.0,,Beginner
856,University of Minnesota,Engineering Practices for Building Quality Software,COURSE,4.5,159.0,10000.0,Intermediate
857,Rice University,Principles of Computing (Part 2),COURSE,4.8,334.0,17000.0,Mixed
858,Northwestern University,"Modern Robotics, Course 3:  Robot Dynamics",COURSE,4.7,122.0,7000.0,Intermediate
859,Coursera Project Network,Introduction to C++ Programming: Create a Tic-Tac-Toe Game,GUIDED PROJECT,,,,Beginner
860,Coursera Project Network,Predict Employee Turnover with scikit-learn,GUIDED PROJECT,4.4,239.0,7500.0,Intermediate
861,Coursera Project Network,Deep Learning Inference with Azure ML Studio,GUIDED PROJECT,4.8,118.0,6100.0,Beginner
862,Coursera Project Network,Custom Prediction Routine on Google AI Platform,GUIDED PROJECT,4.6,417.0,13000.0,Intermediate
863,Sungkyunkwan University,The Fundamental of Data-Driven Investment,COURSE,,,,Beginner
864,École Polytechnique Fédérale de Lausanne,Functional Programming Principles in Scala (Scala 2 version),COURSE,,,,Intermediate
865,University of Washington,Machine Learning: Clustering & Retrieval,COURSE,4.6,2217.0,84000.0,Mixed
866,Northwestern University,"Modern Robotics, Course 4:  Robot Motion Planning and Control",COURSE,4.9,87.0,7300.0,Intermediate
867,Coursera Project Network,TensorFlow for NLP: Semantic Similarity in Texts,GUIDED PROJECT,3.2,14.0,,Intermediate
868,Coursera Project Network,Fake Instagram Profile Detector,GUIDED PROJECT,4.2,14.0,,Beginner
869,Coursera Project Network,Exploratory Data Analysis with Seaborn,GUIDED PROJECT,4.6,335.0,8400.0,Intermediate
870,Coursera Project Network,Medical Image Classification using Tensorflow,GUIDED PROJECT,,,,Advanced
871,Coursera Project Network,Build Space Invaders using Pygame,GUIDED PROJECT,,,,Intermediate
872,Google Cloud,Google Cloud Platform Big Data and Machine Learning Fundamentals en Français,COURSE,4.3,22.0,1600.0,Intermediate
873,Coursera Project Network,Analyzing Video with OpenCV and NumPy,GUIDED PROJECT,4.5,50.0,2300.0,Intermediate
874,Coursera Project Network,Use Jenkins to Automate Software Build and Test,GUIDED PROJECT,3.3,12.0,,Intermediate
875,Alberta Machine Intelligence Institute,Machine Learning Algorithms: Supervised Learning Tip to Tail,COURSE,4.7,340.0,11000.0,Mixed
876,Coursera Project Network,Diabetes Prediction With Pyspark MLLIB,GUIDED PROJECT,4.6,8.0,,Intermediate
877,Universidad de los Andes,Desarrollo de Videojuegos en Unity: Una Introducción,COURSE,4.4,257.0,30000.0,Beginner
878,Moscow Institute of Physics and Technology,Поиск структуры в данных,COURSE,4.7,1426.0,20000.0,Intermediate
879,Moscow Institute of Physics and Technology,Анализ данных: финальный проект,COURSE,4.7,319.0,3600.0,Advanced
880,IBM,AI Workflow: AI in Production,COURSE,4.5,39.0,2100.0,Advanced
881,University of California San Diego,Design Thinking and Predictive Analytics for Data Products,COURSE,4.5,61.0,7400.0,Intermediate
882,Coursera Project Network,Build a Classification Model using PyCaret,GUIDED PROJECT,,,,Beginner
883,Coursera Project Network,Covid-19 Death Medical Analysis & Visualization using Plotly,GUIDED PROJECT,,,,Beginner
884,Coursera Project Network,Introduction to C++ Programming: Build a Calculator,GUIDED PROJECT,4.2,22.0,,Beginner
885,Coursera Project Network,Build Random Forests in R with Azure ML Studio,GUIDED PROJECT,4.8,52.0,4400.0,Beginner
886,Coursera Project Network,Interpretable Machine Learning Applications: Part 4,GUIDED PROJECT,,,,Intermediate
887,Coursera Project Network,Create Custom Layers in Keras,GUIDED PROJECT,4.6,98.0,3700.0,Intermediate
888,Coursera Project Network,Neural Style Transfer with TensorFlow,GUIDED PROJECT,4.6,110.0,4100.0,Intermediate
889,Coursera Project Network,Creando un modelo de lenguaje natural con Spacy,GUIDED PROJECT,,,,Intermediate
890,University of Michigan,Prediction Models with Sports Data,COURSE,,,,Mixed
891,Universidad Nacional Autónoma de México,Razonamiento artificial,COURSE,4.1,84.0,5900.0,Intermediate
892,Universidad Nacional Autónoma de México,Resolución de problemas por búsqueda,COURSE,4.6,15.0,3500.0,Beginner
893,Coursera Project Network,Machine Learning Pipelines with Azure ML Studio,GUIDED PROJECT,4.6,397.0,16000.0,Beginner
894,Universitat Pompeu Fabra of Barcelona,Audio Signal Processing for Music Applications,COURSE,4.8,263.0,44000.0,Intermediate
895,DeepLearning.AI,Analyze Datasets and Train ML Models using AutoML,COURSE,,,,Advanced
896,Wesleyan University,Data Analysis Tools,COURSE,4.5,395.0,42000.0,Mixed
897,University of Minnesota,Matrix Methods,COURSE,4.1,170.0,6900.0,Intermediate
898,Northwestern University,"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots",COURSE,4.7,62.0,5400.0,Intermediate
899,Alberta Machine Intelligence Institute,Optimizing Machine Learning Performance,COURSE,4.6,36.0,5100.0,Mixed
900,Coursera Community Project Network,Time series forecasting with Prophet,GUIDED PROJECT,4.2,10.0,,Intermediate
901,Moscow Institute of Physics and Technology,1C:Enterprise Junior Developer Course,COURSE,,,,Beginner
902,Alberta Machine Intelligence Institute,Data for Machine Learning,COURSE,4.4,83.0,6000.0,Intermediate
903,Wesleyan University,Regression Modeling in Practice,COURSE,4.4,268.0,33000.0,Mixed
904,Northwestern University,"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation",COURSE,4.9,39.0,4400.0,Intermediate
905,IBM,"AI Workflow: Machine Learning, Visual Recognition and NLP",COURSE,4.5,60.0,2600.0,Advanced
906,DeepLearning.AI,"Build, Train, and Deploy ML Pipelines using BERT",COURSE,,,,Advanced
907,Google Cloud,Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro,COURSE,4.8,58.0,,Intermediate
908,New York Institute of Finance,Introduction to Risk Management,COURSE,,,,Beginner
909,University of Pennsylvania,Robotics: Capstone,COURSE,4.6,103.0,,Mixed
910,Coursera Project Network,Create a Superhero Name Generator with TensorFlow,GUIDED PROJECT,,,,Intermediate
911,Alibaba Cloud Academy,Big Data Analysis Deep Dive,COURSE,,,,Intermediate
912,IBM,Machine Learning Rapid Prototyping with IBM Watson Studio,COURSE,,,,Intermediate
913,Universidad Nacional Autónoma de México,Creatividad computacional,COURSE,,,2300.0,Intermediate
914,Coursera Project Network,Jet Fighters Game using Pygame,GUIDED PROJECT,,,,Beginner
915,Coursera Project Network,Tracking Objects in Video with Particle Filters,GUIDED PROJECT,,,,Advanced
916,Google Cloud,Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,COURSE,4.7,18.0,,Intermediate
917,Coursera Project Network,Intro to Programming With C#: Build A Word Guessing Game,GUIDED PROJECT,,,,Beginner
918,École Polytechnique Fédérale de Lausanne,Functional Program Design in Scala (Scala 2 version),COURSE,,,,Intermediate
919,Google Cloud,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform em Português Brasileiro,COURSE,4.6,13.0,,Intermediate
920,Coursera Project Network,Regression Analysis with Yellowbrick,GUIDED PROJECT,4.6,76.0,3000.0,Intermediate
921,Coursera Project Network,Machine Learning with H2O Flow,GUIDED PROJECT,4.8,97.0,3800.0,Intermediate
922,Coursera Project Network,A Geometrical Approach to Genome Analysis: Skew & Z-Curve,GUIDED PROJECT,,,,Intermediate
923,Google Cloud,Serverless Machine Learning with Tensorflow on Google Cloud Platform auf Deutsch,COURSE,,,,Intermediate
924,Coursera Project Network,Program Automation of devices using Packet Tracer,GUIDED PROJECT,,,,Beginner
925,Coursera Project Network,تعلم C عن طريق عمل function تقوم برسم شكل شجرة,GUIDED PROJECT,,,,Beginner
926,Coursera Project Network,Build a Clustering Model using PyCaret,GUIDED PROJECT,,,,Beginner
927,Coursera Project Network,Curso Completo de Deep Learning,GUIDED PROJECT,,,,Intermediate
928,Google Cloud,Serverless Machine Learning with Tensorflow on Google Cloud Platform em Português Brasileiro,COURSE,4.4,13.0,,Intermediate
929,Coursera Project Network,Fast Typer Game using Pygame,GUIDED PROJECT,,,,Beginner
930,Coursera Project Network,Explorando lenguaje natural con NLTK,GUIDED PROJECT,,,,Beginner
931,Coursera Project Network,تعلم C عن طريق عمل Array-based Stack,GUIDED PROJECT,,,,Beginner
932,DeepLearning.AI,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,COURSE,,,,Advanced
933,Coursera Project Network,Visualization of UK accidents using Plotly Express,GUIDED PROJECT,,,,Intermediate
934,Coursera Project Network,Redes neuronales convolucionales con Keras,GUIDED PROJECT,,,,Intermediate
935,Coursera Project Network,تحليل المجموعات الهرمية باستخدام المسافات الإقليدية,GUIDED PROJECT,,,,Intermediate
936,DeepLearning.AI,Practical Data Science,SPECIALIZATION,,,,Advanced
937,Coursera Project Network,أساسيات تحليل البيانات باستخدام بايثون وباندا,GUIDED PROJECT,,,,Beginner
938,Coursera Project Network,Getting Started with Tensorflow.js,GUIDED PROJECT,,,,Intermediate
939,Coursera Project Network,تعلّم أساسيات البرمجة بلغة بايثون من خلال التطبيق العملي,GUIDED PROJECT,,,,Beginner
940,IBM,تحليل البيانات باستخدام بايثون,COURSE,,,,Beginner
941,IBM,التعلّم الآلي باستخدام لغة بايثون,COURSE,,,,Intermediate
942,Coursera Project Network,تعرَف على هياكل البيانات في بايثون من خلال التطبيق العملي,GUIDED PROJECT,,,,Beginner
943,University of London,Bachelor of Science in Computer Science,DEGREE,,,,
944,University of Michigan,Master of Applied Data Science,DEGREE,,,,
945,University of Pennsylvania,Master of Computer and Information Technology,DEGREE,,,,
946,University of Illinois,Master of Business Administration (iMBA),DEGREE,,,,
947,University of Illinois at Urbana-Champaign,Master of Science in Accounting,DEGREE,,,,
948,Coursera Project Network,Tensorflow Neural Networks using Deep Q-Learning Techniques,GUIDED PROJECT,2.7,17.0,,Advanced
